churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,payment_type,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate
1,20.0,na,472.0,0,0,0,0,0,0,0,0,0,Monthly,0,0,0,0,0,0.7
1,27.0,R,492.0,0,0,1,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.0
1,33.0,na,508.0,0,0,18,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.73
1,24.0,na,521.0,5,0,16,5,0,1,1,0,0,na,0,0,0,0,0,1.86
1,22.0,na,0.0,0,0,3,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.0
1,22.0,na,388.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,51.0,R,489.0,1,0,14,0,0,1,1,1,0,Semi-Monthly,0,0,0,1,0,0.2
1,25.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.1
1,23.0,R,517.0,2,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.7
0,38.0,O,579.0,0,0,0,0,0,0,0,0,0,Monthly,0,0,0,0,0,1.87
0,44.0,R,595.0,0,0,80,0,0,1,1,1,3,na,0,0,0,0,0,1.5
0,25.0,na,0.0,0,0,16,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.2
1,22.0,na,459.0,0,0,14,0,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,0.2
1,32.0,na,547.0,0,0,0,0,0,0,0,0,0,na,0,1,0,0,0,0.1
0,41.0,na,584.0,0,0,38,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.0
1,46.0,na,0.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.0
0,30.0,na,569.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,0.33
0,34.0,R,593.0,0,0,0,0,0,1,0,0,0,na,0,1,0,1,0,0.0
1,24.0,na,510.0,1,0,35,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.87
0,35.0,na,497.0,18,0,70,18,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,1.7
1,33.0,na,552.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.37
1,28.0,na,570.0,0,0,0,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,2.47
1,31.0,R,438.0,4,4,56,4,0,1,1,0,2,Weekly,0,0,0,1,0,0.67
0,25.0,na,636.0,11,3,100,11,0,1,1,1,0,Weekly,0,0,0,0,0,1.37
1,28.0,na,595.0,0,0,0,0,0,0,0,1,0,Monthly,0,0,0,0,0,0.6
1,24.0,R,542.0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1.53
0,29.0,R,632.0,7,1,16,7,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.75
1,24.0,na,518.0,1,1,26,1,0,0,0,0,0,na,0,0,0,0,0,0.4
0,27.0,na,0.0,0,0,4,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.19
1,35.0,R,513.0,1,0,53,1,0,1,1,0,0,Weekly,0,0,0,0,0,0.47
1,23.0,na,492.0,0,0,1,0,0,1,1,0,3,Bi-Weekly,0,0,0,1,0,1.0699999999999998
1,36.0,R,0.0,39,3,35,39,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,2.0
0,25.0,R,586.0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,1,0,1.4
1,27.0,R,580.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,2.07
1,30.0,R,0.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.13
0,29.0,R,504.0,1,0,6,1,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.2
1,28.0,R,507.0,18,1,48,18,0,1,1,1,2,Weekly,0,0,0,0,0,0.97
0,28.0,na,563.0,0,0,25,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.6
0,49.0,O,490.0,0,0,0,0,1,1,1,1,0,na,0,0,0,0,0,2.03
0,36.0,R,536.0,19,0,81,16,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.03
1,33.0,R,503.0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.47
0,25.0,R,549.0,4,2,5,3,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.67
0,22.0,R,502.0,1,0,91,1,0,0,0,0,2,Bi-Weekly,0,0,0,1,0,1.7
1,39.0,R,595.0,26,0,162,26,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,1.8
1,37.0,R,479.0,53,7,81,46,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,1.03
0,18.0,R,602.0,2,0,8,2,0,1,1,1,0,Weekly,0,0,0,0,0,0.16999999999999998
0,54.0,na,609.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,30.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,26.0,na,0.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.53
0,27.0,R,605.0,1,1,134,1,0,1,1,1,0,Weekly,0,0,0,0,0,1.93
0,39.0,na,0.0,0,0,85,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,2.13
0,26.0,na,600.0,0,0,33,0,0,0,0,1,3,Monthly,0,0,0,0,0,1.0699999999999998
1,21.0,na,545.0,0,0,0,0,0,1,1,1,0,Semi-Monthly,1,0,0,0,0,0.0
1,21.0,O,538.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.13
1,26.0,R,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,1,0,0.0
0,39.0,R,503.0,0,0,40,0,0,1,1,0,0,na,0,0,0,0,0,0.83
0,61.0,na,0.0,9,0,37,9,0,1,1,1,0,Semi-Monthly,0,0,0,1,0,1.03
0,37.0,R,0.0,0,0,9,0,0,1,1,0,2,Weekly,0,0,0,0,0,0.24
0,20.0,O,515.0,0,0,15,0,0,0,0,0,0,Weekly,0,0,0,1,0,0.27
1,18.0,na,0.0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.0
0,31.0,na,0.0,0,0,1,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.04
1,33.0,na,462.0,0,0,40,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.1
0,56.0,O,590.0,2,0,150,2,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.3
0,33.0,O,478.0,3,0,4,3,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.33
0,44.0,R,446.0,2,1,168,1,0,0,0,1,0,na,0,0,0,0,0,1.8
0,30.0,O,568.0,0,0,0,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,1.77
0,49.0,na,467.0,0,0,0,0,0,1,1,0,2,Monthly,0,0,0,0,0,0.93
1,18.0,R,581.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,1,0,0,0,0.87
0,28.0,R,561.0,26,0,55,26,0,1,1,0,2,Weekly,1,0,0,0,0,1.47
1,32.0,R,385.0,2,1,92,2,0,1,1,0,0,Weekly,0,0,0,0,0,0.8
0,57.0,na,536.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,36.0,O,610.0,35,1,93,34,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.93
1,37.0,na,0.0,0,0,2,0,0,0,0,1,0,na,0,0,0,0,0,0.06999999999999999
1,26.0,na,537.0,0,0,43,0,0,0,0,1,0,na,0,0,0,0,0,0.63
0,41.0,R,555.0,0,0,0,0,0,1,1,0,0,Monthly,0,0,0,0,0,2.23
1,20.0,na,591.0,5,0,66,5,0,0,0,0,0,Monthly,0,0,0,0,0,1.0699999999999998
0,49.0,na,537.0,1,0,3,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.1
1,35.0,R,0.0,26,3,32,26,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.87
1,28.0,R,565.0,1,1,33,1,0,0,0,1,2,Weekly,0,0,0,0,0,1.77
0,24.0,R,529.0,0,0,19,0,0,1,1,0,4,Bi-Weekly,0,0,0,0,0,0.63
0,37.0,na,533.0,0,0,5,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.18
1,34.0,na,524.0,0,0,0,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,2.13
0,24.0,na,564.0,0,0,27,0,0,0,0,0,0,na,0,0,0,0,0,0.0
1,30.0,O,532.0,22,1,31,22,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.73
0,23.0,R,0.0,5,2,52,5,0,1,1,0,5,Weekly,0,0,0,1,0,2.0
0,58.0,na,531.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,1,0,0.2
0,41.0,R,518.0,11,0,10,11,1,1,1,1,0,Weekly,0,0,0,0,0,0.6
1,40.0,na,575.0,12,2,0,10,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.5
1,33.0,R,0.0,0,0,4,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
0,25.0,na,501.0,0,0,13,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.93
0,33.0,O,621.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.27
1,30.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
0,39.0,na,0.0,0,0,2,0,0,0,0,0,2,na,0,0,0,0,0,0.0
0,43.0,R,502.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.13
1,22.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.0
0,37.0,R,537.0,1,0,144,1,0,1,1,0,2,Weekly,0,0,0,0,0,1.2
1,30.0,R,528.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.03
0,31.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,40.0,R,0.0,0,0,3,0,0,0,0,0,0,Monthly,0,0,0,0,0,0.25
0,41.0,R,545.0,1,1,13,1,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.3
1,28.0,na,0.0,0,0,3,0,0,1,1,0,0,Bi-Weekly,0,1,0,0,0,0.06999999999999999
0,29.0,R,604.0,3,1,62,3,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,1.4
0,59.0,na,0.0,0,0,2,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.06999999999999999
0,20.0,na,0.0,0,0,9,0,0,1,1,0,0,Weekly,0,0,0,1,0,0.23
0,23.0,na,527.0,0,0,24,0,0,0,0,0,0,na,0,0,0,0,0,0.7
1,30.0,R,510.0,0,0,2,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.13
0,34.0,R,635.0,0,0,65,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,1.5
0,25.0,R,595.0,15,2,31,15,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,0.9
0,18.0,na,522.0,0,0,22,0,0,0,0,1,2,na,0,0,0,0,0,0.63
1,34.0,na,539.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,24.0,O,532.0,0,0,8,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.67
0,55.0,na,0.0,60,0,122,59,0,1,1,1,0,na,0,0,0,0,0,2.03
0,51.0,na,536.0,0,0,3,0,0,1,1,1,0,na,0,0,0,0,0,0.13
1,59.0,R,586.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.0
0,30.0,na,589.0,0,0,0,0,1,1,1,0,0,na,0,1,0,0,0,1.7
1,17.0,na,584.0,0,0,2,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,35.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,1,0,0.0
0,32.0,R,470.0,37,4,44,37,0,1,1,0,0,Monthly,0,1,0,0,0,1.37
1,44.0,na,584.0,0,0,0,0,0,1,1,0,0,Semi-Monthly,0,1,0,0,0,0.0
1,50.0,na,0.0,0,0,0,0,1,1,1,0,2,Bi-Weekly,0,0,0,0,0,2.23
0,28.0,R,502.0,0,0,0,0,0,1,1,0,2,Bi-Weekly,0,0,0,1,0,2.2
1,40.0,R,554.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.0
0,22.0,R,619.0,1,0,23,1,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.75
1,35.0,na,526.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.7
1,31.0,R,456.0,0,0,9,0,0,1,1,0,2,na,0,0,0,1,0,1.0
0,40.0,R,608.0,2,1,116,2,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,2.13
1,25.0,O,495.0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.53
0,41.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,0,0.0
0,30.0,R,0.0,34,2,130,34,0,1,1,1,0,Monthly,0,0,0,1,0,2.23
0,17.0,na,0.0,0,0,15,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.5700000000000001
1,35.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,0,0.0
0,21.0,R,0.0,0,0,12,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.62
1,26.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,50.0,R,522.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.7
0,21.0,R,655.0,1,0,54,1,0,1,1,0,0,Weekly,0,0,0,0,0,2.07
1,40.0,R,606.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,2.3
1,30.0,na,528.0,6,4,7,6,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.19
0,35.0,na,0.0,0,0,16,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.16
1,39.0,R,534.0,0,0,27,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.63
0,54.0,R,635.0,25,0,57,25,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.63
0,45.0,na,0.0,5,0,7,5,0,0,0,0,0,na,0,0,0,0,0,0.18
1,30.0,na,386.0,1,0,0,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,40.0,na,540.0,0,0,0,0,0,1,1,1,0,Monthly,0,0,0,0,0,0.13
1,39.0,na,525.0,0,0,0,0,0,1,1,0,2,Monthly,0,0,1,0,0,0.0
0,26.0,na,444.0,1,0,8,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.71
0,29.0,na,507.0,0,0,18,0,0,1,1,0,2,Weekly,0,0,0,1,0,0.4
1,37.0,na,489.0,0,0,6,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.16999999999999998
0,57.0,R,0.0,0,0,26,0,0,0,0,0,3,Bi-Weekly,0,0,0,0,0,0.6
0,24.0,R,642.0,10,4,22,10,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.87
0,52.0,na,571.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.13
1,20.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,59.0,R,538.0,35,0,36,35,0,1,1,0,0,Weekly,0,0,0,0,0,1.23
0,28.0,na,597.0,0,0,21,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.37
1,32.0,na,536.0,14,0,15,14,0,1,1,0,0,Monthly,0,0,0,0,0,0.67
0,36.0,na,508.0,37,1,40,35,0,1,1,0,0,na,0,0,0,0,0,2.17
1,24.0,na,404.0,3,0,49,3,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.7
1,36.0,na,522.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.0
1,30.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,1,0,0,0.0
1,23.0,na,0.0,0,0,1,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.83
0,26.0,na,0.0,0,0,2,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.05
1,37.0,R,602.0,0,0,0,0,0,1,1,0,2,Weekly,0,0,0,0,0,1.73
1,20.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,40.0,R,539.0,0,0,92,0,0,0,0,0,0,na,0,0,0,1,0,1.83
0,35.0,O,550.0,17,1,67,17,0,0,0,0,0,Monthly,0,0,0,0,0,1.33
1,42.0,R,580.0,0,0,3,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,0.47
0,32.0,R,491.0,25,4,83,25,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.63
0,23.0,na,0.0,1,0,12,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.16999999999999998
0,28.0,na,0.0,0,0,2,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.1
1,43.0,na,0.0,0,0,9,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.5
1,29.0,R,0.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,1.0
0,23.0,R,506.0,47,1,82,47,0,1,1,0,0,na,0,0,0,0,0,2.0
1,28.0,R,510.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.6
0,25.0,na,0.0,0,0,22,0,0,0,0,0,0,Weekly,0,0,0,1,0,0.5
0,40.0,O,574.0,0,0,13,0,1,0,0,0,0,na,0,1,0,0,0,2.07
1,34.0,R,440.0,0,0,0,0,1,1,1,0,2,Bi-Weekly,0,0,0,0,0,0.63
1,29.0,na,0.0,0,0,1,0,0,1,1,1,0,Monthly,0,0,0,0,0,0.0
0,21.0,R,521.0,0,0,37,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,1.2
0,31.0,R,603.0,0,0,13,0,0,1,1,0,0,na,0,0,0,0,0,2.1
1,48.0,O,424.0,1,0,152,1,0,1,1,1,0,Weekly,0,0,0,1,0,1.5
1,53.0,na,0.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.0
1,22.0,na,0.0,0,0,0,0,0,0,0,1,0,na,0,0,0,0,0,0.0
0,44.0,na,540.0,1,1,16,1,0,0,0,0,0,na,0,0,0,0,0,0.3
0,29.0,na,0.0,0,0,1,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.5
0,23.0,na,0.0,0,0,37,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.6
0,31.0,R,493.0,41,0,105,41,0,1,1,0,2,Bi-Weekly,0,0,0,1,0,2.3
1,49.0,na,477.0,30,1,37,21,0,1,1,1,0,Monthly,0,0,0,0,0,0.77
0,30.0,R,499.0,0,0,65,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.13
0,30.0,R,513.0,0,0,96,0,0,1,1,0,0,na,0,0,0,0,0,2.17
1,38.0,R,0.0,0,0,44,0,0,0,0,1,0,Monthly,0,0,0,1,0,0.73
0,46.0,na,596.0,14,0,92,14,0,1,1,1,2,Bi-Weekly,0,0,0,1,0,2.03
1,37.0,na,506.0,2,1,28,2,0,1,1,1,0,na,0,0,0,0,0,0.43
1,48.0,O,586.0,0,0,0,0,0,1,1,0,2,Semi-Monthly,1,1,0,0,0,0.03
1,21.0,na,0.0,0,0,2,0,0,1,1,0,0,Weekly,0,0,0,0,0,2.0
0,32.0,R,710.0,0,0,0,0,1,1,1,0,3,Bi-Weekly,1,0,0,0,0,2.53
0,31.0,R,512.0,0,0,106,0,0,0,0,0,0,Weekly,0,0,0,0,0,1.9
1,33.0,R,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.73
0,43.0,na,442.0,0,0,32,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.43
0,22.0,na,0.0,0,0,40,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.73
1,38.0,na,631.0,25,1,30,25,0,1,1,0,0,na,0,0,0,0,0,2.03
1,24.0,R,529.0,3,1,24,3,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,0.3
1,22.0,R,514.0,8,1,42,8,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.7
0,24.0,na,538.0,0,0,45,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.9
0,50.0,R,561.0,3,2,80,3,0,1,1,0,0,Weekly,0,0,0,1,0,1.53
0,26.0,R,599.0,16,0,74,16,0,0,0,0,0,Semi-Monthly,0,0,0,1,0,1.67
0,53.0,R,565.0,1,0,11,0,0,1,1,1,2,na,0,0,0,0,0,0.23
0,26.0,na,559.0,0,0,2,0,0,0,0,1,0,na,0,0,0,0,0,0.93
0,27.0,R,561.0,5,1,98,5,0,0,0,1,0,Monthly,0,0,0,0,0,1.93
1,40.0,R,466.0,21,2,24,20,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.8
1,42.0,O,558.0,0,0,0,0,1,1,1,0,2,Bi-Weekly,0,0,0,0,1,0.6
1,21.0,na,580.0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.5700000000000001
0,18.0,R,539.0,1,0,10,1,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.86
0,40.0,R,0.0,13,0,21,13,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.94
0,25.0,O,0.0,5,0,40,5,0,1,1,0,0,na,0,0,0,0,0,0.9
0,28.0,O,556.0,0,0,96,0,0,1,1,0,0,Weekly,0,0,0,1,0,1.6
1,21.0,R,544.0,0,0,0,0,0,0,0,0,3,na,0,0,0,0,0,1.0699999999999998
1,22.0,na,581.0,0,0,2,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.03
0,34.0,R,578.0,9,2,62,9,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.0
0,38.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.7
1,55.0,na,594.0,9,1,45,9,0,1,1,1,0,na,0,0,0,0,0,2.1
1,21.0,na,565.0,0,0,33,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.53
0,26.0,na,558.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,0.23
0,26.0,R,607.0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,0,2.0
0,32.0,na,529.0,1,1,53,1,0,1,1,1,0,Weekly,0,0,0,0,0,0.7
0,22.0,na,723.0,1,0,57,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,0.27
1,24.0,R,0.0,0,0,3,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.06999999999999999
0,34.0,na,0.0,0,0,51,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.33
0,25.0,na,0.0,0,0,3,0,0,0,0,0,0,Semi-Monthly,0,1,0,1,0,0.13
1,43.0,O,482.0,3,0,136,3,0,1,1,1,0,Semi-Monthly,0,0,0,1,0,0.93
0,38.0,na,0.0,0,0,8,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.3
1,33.0,R,578.0,1,0,3,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.67
0,20.0,R,0.0,3,0,5,3,0,0,0,0,3,Weekly,0,0,0,0,0,2.27
0,44.0,na,586.0,0,0,41,0,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,1.0
0,34.0,na,535.0,8,1,9,8,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.75
1,33.0,R,451.0,0,0,0,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,2.1
0,20.0,R,504.0,1,0,102,1,0,1,1,1,5,na,0,0,0,0,0,1.93
1,41.0,R,473.0,0,0,14,0,0,1,1,0,2,Semi-Monthly,0,0,0,0,0,2.43
1,37.0,na,0.0,0,0,5,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,27.0,R,0.0,0,0,51,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.72
0,42.0,R,0.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.0
1,25.0,na,0.0,0,0,2,0,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,0.0
1,31.0,na,519.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.6
1,35.0,R,551.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,1,2.27
1,33.0,na,0.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.0
0,24.0,na,497.0,0,0,25,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.63
1,62.0,na,0.0,0,0,16,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.9
1,19.0,na,0.0,0,0,0,0,0,0,0,1,0,na,0,0,0,0,0,0.0
0,27.0,R,558.0,0,0,5,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.13
0,21.0,R,409.0,0,0,12,0,0,0,0,0,4,Bi-Weekly,0,0,0,0,0,0.33
0,88.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,0,0.0
0,24.0,na,563.0,11,1,42,11,0,0,0,0,0,na,0,0,0,0,0,0.97
0,28.0,na,607.0,0,0,16,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.2
1,53.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,1,0,0.0
0,49.0,na,484.0,2,0,23,2,0,1,1,0,0,na,0,0,0,0,0,0.72
0,32.0,R,495.0,0,0,108,0,0,1,1,0,0,na,0,0,0,0,0,1.93
0,33.0,R,501.0,27,0,20,26,0,0,0,0,2,Bi-Weekly,0,0,0,1,0,1.0
1,18.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,20.0,R,512.0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,2.07
1,52.0,R,0.0,18,0,7,18,1,1,1,1,2,Bi-Weekly,0,0,0,0,0,1.47
0,25.0,na,567.0,0,0,29,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.63
0,27.0,na,452.0,0,0,1,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,0.1
1,26.0,O,570.0,4,1,14,4,0,1,1,1,2,Monthly,0,0,0,0,1,0.13
0,30.0,R,0.0,0,0,7,0,0,1,1,0,0,na,0,0,0,0,0,0.5
0,29.0,R,598.0,0,0,0,0,1,1,1,1,0,Weekly,0,0,0,0,0,1.9
1,26.0,R,491.0,15,4,29,14,1,1,1,1,4,Weekly,0,0,0,1,0,1.0
1,23.0,na,500.0,1,0,31,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.77
0,25.0,R,545.0,44,0,212,44,0,1,1,0,0,na,0,0,0,0,0,2.0
0,35.0,R,526.0,38,1,53,36,0,1,1,1,0,Monthly,0,0,0,0,0,1.27
0,26.0,O,0.0,1,0,63,1,0,0,0,1,0,Weekly,0,0,0,1,0,1.23
1,31.0,na,526.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.13
0,29.0,R,588.0,1,0,121,1,0,0,0,0,0,Weekly,0,0,0,1,0,2.27
0,28.0,R,555.0,0,0,100,0,0,0,0,0,0,Weekly,0,0,0,1,0,1.83
0,27.0,R,0.0,4,0,8,4,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,0.86
